episode,target_load,actual_load,memory_load,core_load,reward,objective,balance_score,success_rate,failure_rate,allocated_count,failure_count,num_gpus,num_pods,steps,loss,epsilon,eval_objective,eval_balance_score,eval_success_rate,eval_failure_rate,best_eval_objective
264,1.2,1.247873229599606,1.247873229599606,1.1409909601599364,148.9959533804726,0.9821436510369901,0.19118968229634323,0.7933333333333333,0.20666666666666667,119,31,4,150,119,0.4091342091560364,0.2662522686041882,,,,,0.976591241997727
265,1.2,1.2486276934089264,1.2486276934089264,1.1894435667521084,105.7271096529161,1.294381348010151,0.09337375403066552,0.8469387755102041,0.15306122448979592,83,15,8,98,83,0.2891288995742798,0.2649210072611673,,,,,0.976591241997727
266,1.0,1.0248212821069407,1.0248212821069407,0.9461326657391309,107.59372318927937,1.1700819611131505,0.3618329325038707,0.8829787234042553,0.11702127659574468,83,11,8,94,83,0.23055598139762878,0.26359640222486147,,,,,0.976591241997727
267,1.5,1.4737346588685838,1.4737346588685838,1.3886507090298972,124.93184546734462,0.4793451190082264,0.2376360130672453,0.6792452830188679,0.32075471698113206,108,51,7,159,108,0.19378817081451416,0.26227842021373715,,,,,0.976591241997727
268,1.0,1.0329922059725567,1.0329922059725567,0.9435733259859604,117.64827947962985,1.4683521154576362,0.2369110424371005,0.9263157894736842,0.07368421052631578,88,7,8,95,88,0.6283075213432312,0.2609670281126685,,,,,0.976591241997727
269,0.6,0.595271852978027,0.587792638644399,0.595271852978027,158.93340499487164,1.4853536063673312,0.5146463936326688,1.0,0.0,118,0,8,118,118,0.24011006951332092,0.25966219297210513,,,,,0.976591241997727
270,1.2,1.1785523483430558,1.1785523483430558,1.1356877502437444,213.919421562847,1.35179811439556,0.21341927690878765,0.8913043478260869,0.10869565217391304,164,20,7,184,164,0.10931897163391113,0.2583638820072446,,,,,0.976591241997727
271,1.5,1.5110433429892003,1.5110433429892003,1.4769009275238907,76.69214682747837,0.4783091952903411,0.24334028924574158,0.6804123711340206,0.31958762886597936,66,31,6,97,66,0.15681856870651245,0.2570720625972084,,,,,0.976591241997727
272,0.8,0.8151873071245785,0.8151873071245785,0.7448291306236776,127.45778245845264,1.7319441652519714,0.2680558347480286,1.0,0.0,92,0,7,92,92,0.19957032799720764,0.25578670228422234,,,,,0.976591241997727
273,0.6,0.6153580051223881,0.6077382433862434,0.6153580051223881,174.75700443809686,1.744577278425549,0.25542272157445084,1.0,0.0,127,0,8,127,127,0.22558100521564484,0.25450776877280124,,,,,0.976591241997727
274,1.2,1.2246968546872221,1.2246968546872221,1.223336401448433,114.77677197864548,1.0856478287951392,0.16435217120486073,0.8125,0.1875,91,21,5,112,91,0.49569451808929443,0.2532352299289372,,,,,0.976591241997727
275,0.6,0.5957370786934605,0.5930025300849592,0.5957370786934605,240.9381887579164,1.7826248916681768,0.21737510833182316,1.0,0.0,175,0,6,175,175,0.19894644618034363,0.2519690537792925,,,,,0.976591241997727
276,0.6,0.6260545756625543,0.6260545756625543,0.5900799842389353,115.6765748485785,1.6788307424182651,0.3211692575817348,1.0,0.0,83,0,5,83,83,0.27303463220596313,0.2507092085103961,,,,,0.976591241997727
277,1.5,1.4981174284747374,1.4981174284747374,1.4140576628539774,90.21691346495051,0.8409394218766295,0.20072724479003712,0.7604166666666666,0.23958333333333334,73,23,4,96,73,0.1636113077402115,0.2494556624678441,,,,,0.976591241997727
278,1.2,1.222394675742181,1.2002751236121634,1.222394675742181,63.80349830913521,0.8637330396568517,0.22717605125223922,0.7727272727272727,0.22727272727272727,51,15,8,66,51,0.43853759765625,0.24820838415550486,,,,,0.976591241997727
279,0.8,0.8080473013443364,0.8080473013443364,0.8013985089818556,187.79834290754584,1.8263360480551305,0.17366395194486955,1.0,0.0,135,0,5,135,135,0.15292920172214508,0.24696734223472733,,,,,0.976591241997727
280,0.8,0.8034673535152865,0.8034673535152865,0.7418382693255666,247.9255309026942,1.7557500610423513,0.24424993895764865,1.0,0.0,181,0,4,181,181,0.1948787122964859,0.2457325055235537,,,,,0.976591241997727
281,1.5,1.467350265304535,1.467350265304535,1.4564169577093706,104.25432291289651,0.6637655896066257,0.06491658093600988,0.6821705426356589,0.3178294573643411,88,41,8,129,88,0.17970091104507446,0.24450384299593592,,,,,0.976591241997727
282,1.2,1.1985154608461128,1.1985154608461128,1.1725297791092384,116.52345506962108,1.2158017473263751,0.11753158600695839,0.8333333333333334,0.16666666666666666,90,18,5,108,90,0.07068221271038055,0.24328132378095624,,,,,0.976591241997727
283,1.0,1.0284902732126022,1.0284902732126022,1.0206262649224755,213.98642880529982,1.6474871932932842,0.13564533682719765,0.9457831325301205,0.05421686746987952,157,9,7,166,157,0.18412922322750092,0.24206491716205145,,,,,0.976591241997727
284,0.6,0.5950714976079844,0.5950714976079844,0.5584704989947084,209.4661372760837,1.7921733976847722,0.2078266023152277,1.0,0.0,152,0,6,152,152,0.19122537970542908,0.2408545925762412,,,,,0.976591241997727
285,0.6,0.6055895931535363,0.6055895931535363,0.5804565662050888,253.80705281495761,1.728961290333755,0.27103870966624505,1.0,0.0,185,0,8,185,185,0.2979066073894501,0.23965031961336,,,,,0.976591241997727
286,1.5,1.5267837623261116,1.4580005063384749,1.5267837623261116,86.31044246567201,0.38912145227291883,0.17498111182964543,0.6410256410256411,0.358974358974359,75,42,8,117,75,0.16398392617702484,0.2384520680152932,,,,,0.976591241997727
287,0.6,0.6164677024123395,0.6047064593303942,0.6164677024123395,102.84272735159185,1.710190576065586,0.289809423934414,1.0,0.0,72,0,8,72,72,0.06187620759010315,0.23725980767521673,,,,,0.976591241997727
288,1.5,1.5499297526811253,1.5499297526811253,1.5111113650611223,84.29712770224641,0.41935487591746545,0.16471592054271147,0.6460176991150443,0.35398230088495575,73,40,6,113,73,0.10728499293327332,0.23607350863684065,,,,,0.976591241997727
289,0.8,0.8174253748910862,0.8012181046014123,0.8174253748910862,204.32932140385557,1.7442224106532092,0.25577758934679085,1.0,0.0,147,0,8,147,147,0.0333329439163208,0.23489314109365644,,,,,0.976591241997727
290,1.0,1.0227843244868609,1.0227843244868609,0.9477887834264844,75.51891285722536,1.4578060539571058,0.2088606127095608,0.9166666666666666,0.08333333333333333,55,5,7,60,55,0.024508288130164146,0.23371867538818816,,,,,0.976591241997727
291,1.0,0.9961675621286166,0.9961675621286166,0.9724175826929922,71.86507127739907,1.3549709786748707,0.35931473561084376,0.9285714285714286,0.07142857142857142,52,4,8,56,52,0.03648563474416733,0.23255008201124722,,,,,0.976591241997727
292,1.5,1.5032266914612504,1.5032266914612504,1.4172279020722538,67.0390910237954,0.3212748368976239,0.3453918297690427,0.6666666666666666,0.3333333333333333,58,29,7,87,58,0.15602770447731018,0.231387331601191,,,,,0.976591241997727
293,0.8,0.8305978936236286,0.8187175541376432,0.8305978936236286,268.4775709705229,1.9166522853643237,0.08334771463567633,1.0,0.0,195,0,4,195,195,0.04794859141111374,0.23023039494318503,,,,,0.976591241997727
294,1.0,1.0226860091339038,1.0226860091339038,0.9825834155709067,197.1791896537658,1.4648331791904625,0.3058674577522126,0.9426751592356688,0.05732484076433121,148,9,5,157,148,0.1773165911436081,0.2290792429684691,,,,,0.976591241997727
295,0.6,0.6283971861725474,0.6283971861725474,0.6009270205446843,144.4889246619434,1.763059504080801,0.2369404959191989,1.0,0.0,103,0,5,103,103,0.025345642119646072,0.22793384675362674,,,,,0.976591241997727
296,1.2,1.2555442630681934,1.2555442630681934,1.1766289487234,195.39647306073311,1.0414311796253672,0.24277934669042228,0.8210526315789474,0.17894736842105263,156,34,4,190,156,0.3044976592063904,0.22679417751985861,,,,,0.976591241997727
297,1.5,1.5633166514287167,1.5633166514287167,1.5374663626906364,142.76843160131284,0.46102245736447367,0.2580786662310319,0.6797752808988764,0.3202247191011236,121,57,6,178,121,0.5131206512451172,0.22566020663225933,,,,,0.976591241997727
298,1.5,1.4831724766681693,1.4589637975367293,1.4831724766681693,143.29899982976656,0.5428759309073593,0.1310371125709016,0.6684782608695652,0.33152173913043476,123,61,8,184,123,0.143905907869339,0.22453190559909803,,,,,0.976591241997727
299,1.0,1.0258020690837775,1.0258020690837775,0.9781980746632342,75.82552742013114,1.316020291645268,0.23953526391028748,0.8888888888888888,0.1111111111111111,56,7,5,63,56,0.19975510239601135,0.22340924607110255,,,,,0.976591241997727
300,0.8,0.8259322078394219,0.7877729404631236,0.8259322078394219,90.81552606699611,1.685572029665978,0.3144279703340221,1.0,0.0,64,0,6,64,64,0.17731648683547974,0.22229219984074702,1.2737339888288235,0.27249112851870616,0.8865562793368825,0.11344372066311763,1.2737339888288235
301,1.2,1.232973335575148,1.2329129966876866,1.232973335575148,49.91472961618426,0.7617962313762126,0.14729467771469656,0.7272727272727273,0.2727272727272727,40,15,7,55,40,0.14234621822834015,0.2211807388415433,,,,,1.2737339888288235
302,1.0,1.0056293951754787,1.0056293951754787,0.9402462298171466,221.52821036703162,1.547694149548859,0.24421336490200785,0.9479768786127167,0.05202312138728324,164,9,5,173,164,0.30188459157943726,0.22007483514733558,,,,,1.2737339888288235
303,0.8,0.7894800676354587,0.7867388313907545,0.7894800676354587,75.9271067146659,1.7461018156831298,0.2538981843168702,1.0,0.0,52,0,4,52,52,0.1272895783185959,0.2189744609715989,,,,,1.2737339888288235
304,0.8,0.8236250198173996,0.8207350841771267,0.8236250198173996,95.58896542582076,1.7510175874856595,0.24898241251434058,1.0,0.0,67,0,4,67,67,0.23673808574676514,0.2178795886667409,,,,,1.2737339888288235
305,1.0,1.0464163970889226,1.0464163970889226,0.9759636989845014,201.825253832995,1.4030644281706457,0.2798624010976471,0.9207317073170732,0.07926829268292683,151,13,4,164,151,0.21391384303569794,0.2167901907234072,,,,,1.2737339888288235
306,0.6,0.6107948986293915,0.6018364859062971,0.6107948986293915,121.7320464909135,1.712693450379823,0.287306549620177,1.0,0.0,86,0,5,86,86,0.24978570640087128,0.21570623976979014,,,,,1.2737339888288235
307,1.0,0.9909700660924451,0.9909700660924451,0.980214979277044,266.6120182990303,1.7211236202195417,0.1388763797804582,0.965,0.035,193,7,4,200,193,0.22339104115962982,0.21462770857094118,,,,,1.2737339888288235
308,0.6,0.6268382707013117,0.6268382707013117,0.6217406770617181,170.8783807748199,1.6705356453675382,0.3294643546324618,1.0,0.0,123,0,5,123,123,0.1127394363284111,0.21355457002808648,,,,,1.2737339888288235
309,1.5,1.5332197503329708,1.5332197503329708,1.4236953581229137,172.27497240584637,0.7515703398955789,0.18592966010442105,0.734375,0.265625,141,51,7,192,141,0.07569867372512817,0.21248679717794605,,,,,1.2737339888288235
310,0.6,0.6185687059779965,0.6185687059779965,0.5884913989230338,100.38070985050469,1.6448506416344366,0.35514935836556344,1.0,0.0,71,0,5,71,71,0.2105608731508255,0.21142436319205632,,,,,1.2737339888288235
311,0.6,0.6008697278120861,0.6008697278120861,0.5619571115488782,268.69236519147444,1.7517669667450553,0.24823303325494472,1.0,0.0,196,0,5,196,196,0.12850064039230347,0.21036724137609603,,,,,1.2737339888288235
312,1.0,1.000837859518063,1.000837859518063,0.9845585249731356,89.68513142769753,1.2437800454977912,0.2825357439758929,0.881578947368421,0.11842105263157894,67,9,8,76,67,0.17179855704307556,0.20931540516921554,,,,,1.2737339888288235
313,0.8,0.802934482276711,0.7861081667718192,0.802934482276711,243.81532673114904,1.4889349472787796,0.4889656052074082,0.994475138121547,0.0055248618784530384,180,1,4,181,180,0.16336660087108612,0.20826882814336947,,,,,1.2737339888288235
314,0.6,0.6133141183954347,0.6133141183954347,0.6020780533596862,230.40395333953487,1.6968772184200944,0.3031227815799055,1.0,0.0,169,0,4,169,169,0.13570623099803925,0.20722748400265262,,,,,1.2737339888288235
315,0.6,0.6149259118023588,0.6149259118023588,0.5623380385830309,224.59304986850478,1.7014890929539446,0.29851090704605554,1.0,0.0,164,0,4,164,164,0.10196729004383087,0.20619134658263935,,,,,1.2737339888288235
316,0.8,0.8005215266684979,0.8005215266684979,0.7453532635695352,159.5896360276867,1.6355885285132592,0.3644114714867408,1.0,0.0,116,0,7,116,116,0.1997241973876953,0.20516038984972615,,,,,1.2737339888288235
317,1.0,1.016817074979636,0.9999502344834047,1.016817074979636,160.5790612612161,0.8014183177025692,0.5062739899897384,0.8269230769230769,0.17307692307692307,129,27,6,156,129,0.0638938695192337,0.2041345879004775,,,,,1.2737339888288235
318,1.0,1.0315403480639533,1.0315403480639533,0.9412801262898394,134.10512250636776,1.4634050277130712,0.31017987794730606,0.9433962264150944,0.05660377358490566,100,6,7,106,100,0.16734299063682556,0.2031139149609751,,,,,1.2737339888288235
319,0.8,0.8260405697181135,0.8260405697181135,0.7699005856850077,245.71416599233717,1.6346617088459316,0.36533829115406824,1.0,0.0,181,0,5,181,181,0.06061630696058273,0.20209834538617025,,,,,1.2737339888288235
320,1.2,1.190594930032795,1.1682564630448666,1.190594930032795,67.62050394471306,0.7502403206153815,0.30531523494017393,0.7638888888888888,0.2361111111111111,55,17,8,72,55,0.12386501580476761,0.2010878536592394,,,,,1.2737339888288235
321,1.0,0.977951194503213,0.977951194503213,0.9201764790439166,62.651113525916266,1.0011029472916144,0.48980614361747654,0.8727272727272727,0.12727272727272726,48,7,5,55,48,0.18079952895641327,0.2000824143909432,,,,,1.2737339888288235
322,0.8,0.831419803573299,0.831419803573299,0.7730737651933663,253.401026262777,1.7829846120111468,0.21701538798885328,1.0,0.0,186,0,5,186,186,0.13092929124832153,0.19908200231898848,,,,,1.2737339888288235
323,0.6,0.6095818928805294,0.6003000171671949,0.6095818928805294,74.04795533643168,1.6415750241715434,0.3584249758284566,1.0,0.0,52,0,6,52,52,0.4872192144393921,0.19808659230739353,,,,,1.2737339888288235
324,1.2,1.1905189162403418,1.1643495278769704,1.1905189162403418,79.9674691476639,1.0700709490047333,0.20265632372253967,0.8181818181818182,0.18181818181818182,63,14,8,77,63,0.2707275152206421,0.19709615934585656,,,,,1.2737339888288235
325,0.6,0.6175421010856261,0.6134079837856007,0.6175421010856261,231.04064644050106,1.7496418478174538,0.25035815218254626,1.0,0.0,170,0,7,170,170,0.11637909710407257,0.19611067854912728,,,,,1.2737339888288235
326,1.0,1.025911335361939,1.0132460969578867,1.025911335361939,94.40139295238627,1.651317544275571,0.12646023350220664,0.9444444444444444,0.05555555555555555,68,4,4,72,68,0.18412433564662933,0.19513012515638165,,,,,1.2737339888288235
327,1.0,1.0446993227274655,1.0446993227274655,1.000892713601643,106.91575329238063,1.3251321389650452,0.311231497398591,0.9090909090909091,0.09090909090909091,80,8,4,88,80,0.3186147212982178,0.19415447453059972,,,,,1.2737339888288235
328,0.6,0.6068487397170281,0.6068487397170281,0.5520572793807853,71.132267593656,1.5529557226137007,0.44704427738629937,1.0,0.0,50,0,6,50,50,0.32206445932388306,0.19318370215794672,,,,,1.2737339888288235
329,1.2,1.2559827924800835,1.2559827924800835,1.2056897709193573,141.396844944216,0.6975668481533308,0.37528083396587464,0.7682119205298014,0.23178807947019867,116,35,7,151,116,0.13664421439170837,0.192217783647157,,,,,1.2737339888288235
330,1.5,1.5624723745684925,1.5624723745684925,1.4583268182300946,60.98330518537507,0.32660223283515943,0.2906817177821246,0.654320987654321,0.345679012345679,53,28,8,81,53,0.5748046040534973,0.1912566947289212,,,,,1.2737339888288235
331,1.0,0.9860181252583146,0.9860181252583146,0.9567233982132634,195.79399913712462,1.37284539535662,0.30616695032239233,0.9197530864197531,0.08024691358024691,149,13,8,162,149,0.5963443517684937,0.1903004112552766,,,,,1.2737339888288235
332,0.8,0.8367504770679426,0.8367504770679426,0.7824101929564651,141.99480994535452,1.6841885043218834,0.31581149567811656,1.0,0.0,102,0,4,102,102,0.44386792182922363,0.18934890919900021,,,,,1.2737339888288235
333,1.5,1.5096323709588402,1.5096323709588402,1.4124191662887062,57.33393409581774,0.4363259049964969,0.1770074283368363,0.6533333333333333,0.3466666666666667,49,26,5,75,49,0.22806015610694885,0.18840216465300522,,,,,1.2737339888288235
334,0.8,0.8104083315399037,0.8104083315399037,0.7806973495792765,156.71374694521754,1.7035171377612648,0.2964828622387351,1.0,0.0,113,0,4,113,113,0.1924159824848175,0.18746015382974018,,,,,1.2737339888288235
335,1.0,1.0056992921331915,1.0056992921331915,0.9438323649455235,196.02628731166504,1.0178157915202326,0.4594569357524946,0.8693181818181818,0.13068181818181818,153,23,5,176,153,0.08587110787630081,0.1865228530605915,,,,,1.2737339888288235
336,0.6,0.6187717012363996,0.6082725421727372,0.6187717012363996,143.8340454701116,1.6487160379250414,0.35128396207495854,1.0,0.0,103,0,8,103,103,0.18251803517341614,0.18559023879528855,,,,,1.2737339888288235
337,0.6,0.6132662614890152,0.6132662614890152,0.5720147583088347,250.88399732435272,1.6163967793626457,0.3836032206373543,1.0,0.0,185,0,7,185,185,0.19208599627017975,0.1846622876013121,,,,,1.2737339888288235
338,0.6,0.6045667084360578,0.5851884802952418,0.6045667084360578,71.90026851790631,1.6896519253338382,0.31034807466616177,1.0,0.0,50,0,6,50,50,0.19468054175376892,0.18373897616330553,,,,,1.2737339888288235
339,1.5,1.5174288493865526,1.5174288493865526,1.454442338950182,85.46582534939215,0.416719743029337,0.274189347879754,0.6727272727272727,0.32727272727272727,74,36,7,110,74,0.20591147243976593,0.182820281282489,,,,,1.2737339888288235
340,1.2,1.1757334140261662,1.1757334140261662,1.1083849367608196,171.7430834524008,0.44380284318684105,0.5206641618893011,0.7411167512690355,0.25888324873096447,146,51,5,197,146,0.07924498617649078,0.18190617987607657,,,,,1.2737339888288235
341,1.0,1.0070005018626826,1.0070005018626826,0.9323946857429165,165.34973074401043,1.5470315577616314,0.29671844223836863,0.9609375,0.0390625,123,5,5,128,123,0.19049546122550964,0.18099664897669618,,,,,1.2737339888288235
342,0.8,0.8397580489701799,0.8397580489701799,0.8135831929523426,228.84613978632822,1.6924778877793867,0.30752211222061343,1.0,0.0,168,0,8,168,168,0.32789599895477295,0.1800916657318127,,,,,1.2737339888288235
343,1.2,1.2240499713280086,1.1712147887323943,1.2240499713280086,146.70396198346725,1.2116134020038494,0.19137167262301635,0.8507462686567164,0.14925373134328357,114,20,8,134,114,0.2572225332260132,0.17919120740315364,,,,,1.2737339888288235
344,0.6,0.6135635450793515,0.6135635450793515,0.5568427731366173,139.27041220177037,1.609919127839709,0.390080872160291,1.0,0.0,101,0,8,101,101,0.13173030316829681,0.17829525136613786,,,,,1.2737339888288235
345,1.2,1.220540010331238,1.220540010331238,1.2108147989884275,127.14311844522175,0.6927206577507232,0.31437154083083685,0.75177304964539,0.24822695035460993,106,35,6,141,106,0.5036572813987732,0.17740377510930716,,,,,1.2737339888288235
346,0.8,0.8106705796337598,0.8106705796337598,0.7805048316609033,85.49330575810914,1.5696118667984207,0.4303881332015792,1.0,0.0,61,0,6,61,61,0.1036730408668518,0.17651675623376062,,,,,1.2737339888288235
347,1.5,1.4985123874503665,1.4760028129488478,1.4985123874503665,64.97270514639658,0.48520882216057226,0.2996013044217064,0.6962025316455697,0.3037974683544304,55,24,6,79,55,0.06575816124677658,0.1756341724525918,,,,,1.2737339888288235
348,0.8,0.8353325562399533,0.8353325562399533,0.8239986671684166,69.64489240935137,1.4760163867478662,0.3701374594059801,0.9615384615384616,0.038461538461538464,50,2,5,52,50,0.38554847240448,0.17475600159032884,,,,,1.2737339888288235
349,0.6,0.6043869483751079,0.6043869483751079,0.5684036518315649,251.8048603333662,1.6838207388088051,0.31617926119119477,1.0,0.0,185,0,8,185,185,0.06770968437194824,0.17388222158237718,,,,,1.2737339888288235
350,1.5,1.5603116130986787,1.5603116130986787,1.4801196164761399,151.20174735938312,0.2949677896465832,0.39890976137382494,0.673469387755102,0.32653061224489793,132,64,4,196,132,0.24057108163833618,0.1730128104744653,,,,,1.2737339888288235
351,1.0,1.0068264556505861,1.0068264556505861,1.0019625024379828,251.77146801693308,1.7437940564707544,0.13120594352924558,0.96875,0.03125,186,6,6,192,186,0.11418876051902771,0.17214774642209296,,,,,1.2737339888288235
352,1.5,1.5257886221798702,1.5257886221798702,1.4545436972341779,163.1883376928048,0.7562047214001897,0.16852646139550942,0.7311827956989247,0.26881720430107525,136,50,8,186,136,0.1631452739238739,0.1712870076899825,,,,,1.2737339888288235
353,1.5,1.4852756392858322,1.4852756392858322,1.4297627721261108,80.44212389931073,0.1693385623720688,0.42525603222252584,0.6486486486486487,0.35135135135135137,72,39,4,111,72,0.34033000469207764,0.17043057265153258,,,,,1.2737339888288235
354,0.8,0.8078043860136512,0.8078043860136512,0.7985385031557861,216.39589437404288,1.764624977451767,0.23537502254823303,1.0,0.0,158,0,7,158,158,0.2501312792301178,0.16957841978827493,,,,,1.2737339888288235
355,0.6,0.6008944916355096,0.5923038899544268,0.6008944916355096,167.93762936931978,1.6636359235626696,0.3363640764373303,1.0,0.0,122,0,8,122,122,0.0585942417383194,0.16873052768933355,,,,,1.2737339888288235
356,1.0,1.0314158582888713,1.0314158582888713,0.92667036063324,122.37682297547533,1.055473208750518,0.4585454828382669,0.8785046728971962,0.12149532710280374,94,13,6,107,94,0.36242395639419556,0.1678868750508869,,,,,1.2737339888288235
357,1.2,1.2415910106631693,1.2415910106631693,1.1700971784203862,202.68869639278816,1.3102305150020084,0.14031893554744218,0.8626373626373627,0.13736263736263737,157,25,6,182,157,0.20941226184368134,0.16704744067563246,,,,,1.2737339888288235
358,1.5,1.5523206453325311,1.489382865183881,1.5523206453325311,107.78206257696903,0.7900136021897209,0.10429534089970997,0.7235772357723578,0.2764227642276423,89,34,4,123,89,0.10816437751054764,0.1662122034722543,,,,,1.2737339888288235
359,1.2,1.216049532165725,1.216049532165725,1.1737656467738817,121.28624880880426,0.7276589537728728,0.4151981890842701,0.7857142857142857,0.21428571428571427,99,27,6,126,99,0.5441882610321045,0.16538114245489302,,,,,1.2737339888288235
360,1.5,1.5364997895910462,1.5364997895910462,1.458196356013278,75.75365137306245,0.39916083981863215,0.33768126544452587,0.6842105263157895,0.3157894736842105,65,30,7,95,65,0.35593271255493164,0.16455423674261854,,,,,1.2737339888288235
361,1.0,1.0416889895039028,1.0416889895039028,1.0233402410399237,206.4158883992528,1.1535012546305585,0.3849602838309798,0.8846153846153846,0.11538461538461539,161,21,7,182,161,0.16720564663410187,0.16373146555890544,,,,,1.2737339888288235
362,0.8,0.8058858369164738,0.8058858369164738,0.7954977501565189,245.47588919662684,1.6897432342541512,0.3102567657458487,1.0,0.0,180,0,5,180,180,0.09234470874071121,0.16291280823111093,,,,,1.2737339888288235
363,0.6,0.5931583004458909,0.5931583004458909,0.5627392436225809,160.35249016232092,1.6032549270236625,0.39674507297633765,1.0,0.0,117,0,5,117,117,0.11259935051202774,0.16209824418995536,,,,,1.2737339888288235
364,0.6,0.5935516218352936,0.5935516218352936,0.5623045754260944,229.36909685804198,1.7662216033090399,0.2337783966909602,1.0,0.0,168,0,7,168,168,0.5929974913597107,0.16128775296900558,,,,,1.2737339888288235
365,1.2,1.2559342128782207,1.2559342128782207,1.1591684887418843,138.21087503758162,0.7365219296164564,0.4184076478483322,0.7887323943661971,0.2112676056338028,112,30,5,142,112,0.4402589201927185,0.16048131420416054,,,,,1.2737339888288235
366,1.0,1.0462161581408005,1.0462161581408005,0.9383399601366158,118.89733002486588,1.3194210472380454,0.28453934880155873,0.900990099009901,0.09900990099009901,91,10,4,101,91,0.08450786769390106,0.15967890763313974,,,,,1.2737339888288235
367,1.2,1.220137698439022,1.220137698439022,1.168232553889429,62.07994938446831,0.6595357232704694,0.2969860158599652,0.7391304347826086,0.2608695652173913,51,18,7,69,51,0.04889151081442833,0.15888051309497406,,,,,1.2737339888288235
368,1.2,1.201140078653895,1.201140078653895,1.1681426701281596,105.47281194204818,0.7283020753568258,0.47924509445449504,0.8018867924528302,0.19811320754716982,85,21,4,106,85,0.009998283348977566,0.1580861105294992,,,,,1.2737339888288235
369,1.0,1.0419719891737578,1.0419719891737578,0.9410955912590004,97.48162771964546,1.5626605693514246,0.22400609731524193,0.9466666666666667,0.05333333333333334,71,4,6,75,71,0.04928457736968994,0.1572956799768517,,,,,1.2737339888288235
370,0.6,0.6191353200230854,0.6191353200230854,0.5966781130099351,190.7103830478255,1.7117571605235904,0.2882428394764095,1.0,0.0,140,0,5,140,140,0.7769114375114441,0.15650920157696743,,,,,1.2737339888288235
371,0.8,0.8219416725618846,0.8219416725618846,0.8116435706851122,129.19218540982106,1.5928400076155413,0.3654933257177922,0.9895833333333334,0.010416666666666666,95,1,5,96,95,0.19683779776096344,0.1557266555690826,,,,,1.2737339888288235
372,1.2,1.2099400300250922,1.2099400300250922,1.2002458968043541,108.9303062881905,1.0899521978794182,0.21101867590698953,0.8252427184466019,0.17475728155339806,85,18,8,103,85,0.14553293585777283,0.1549480222912372,,,,,1.2737339888288235
373,0.6,0.6274467532842083,0.6274467532842083,0.5701019038473608,171.33122721114623,1.6269335300260983,0.3730664699739016,1.0,0.0,126,0,4,126,126,0.7127411365509033,0.15417328217978102,,,,,1.2737339888288235
374,1.2,1.259480522364947,1.259480522364947,1.1654988054868953,146.99381786386598,1.091996018134318,0.2173564998512934,0.8273381294964028,0.17266187050359713,115,24,6,139,115,0.2312334030866623,0.1534024157688821,,,,,1.2737339888288235
375,0.8,0.8349279908188051,0.8349279908188051,0.7494048976174043,209.08514503857296,1.652104055897557,0.34789594410244296,1.0,0.0,153,0,6,153,153,0.09217266738414764,0.1526354036900377,,,,,1.2737339888288235
376,0.8,0.7831341777629306,0.7831341777629306,0.7554336778692159,189.70233615936596,1.3658507381279785,0.5245602207761312,0.9726027397260274,0.0273972602739726,142,4,4,146,142,0.4462844729423523,0.1518722266715875,,,,,1.2737339888288235
377,1.2,1.2319601491167615,1.2319601491167615,1.2202499964470015,75.2249054252825,1.1682137136059247,0.18472746286466363,0.8382352941176471,0.16176470588235295,57,11,8,68,57,0.2644353210926056,0.15111286553822956,,,,,1.2737339888288235
378,0.8,0.7855936161290121,0.7855936161290121,0.747309250968883,227.829481948461,1.734091230896257,0.26590876910374295,1.0,0.0,166,0,4,166,166,0.5126104354858398,0.15035730121053842,,,,,1.2737339888288235
379,1.0,1.0099709800167036,1.0099709800167036,0.9810331296997947,146.9274556711477,1.105893142055972,0.3979828269362763,0.875968992248062,0.12403100775193798,113,16,6,129,113,0.17259621620178223,0.14960551470448571,,,,,1.2737339888288235
380,1.2,1.199517023804128,1.199517023804128,1.1086450012768718,82.80052972485578,1.1335915117925495,0.22640848820745046,0.84,0.16,63,12,5,75,63,0.22462625801563263,0.14885748713096328,,,,,1.2737339888288235
381,1.2,1.1945554665466152,1.183852477570388,1.1945554665466152,189.73231366762465,1.0360551389209833,0.22481442629640785,0.8152173913043478,0.18478260869565216,150,34,6,184,150,0.1282152384519577,0.14811319969530845,,,,,1.2737339888288235
382,1.5,1.5145531347303811,1.5145531347303811,1.4966974870434107,147.39821470433125,0.3920252677498486,0.34021516940862123,0.6830601092896175,0.31693989071038253,125,58,7,183,125,0.06240078806877136,0.1473726336968319,,,,,1.2737339888288235
383,0.8,0.7841626321259284,0.7841626321259284,0.7579388533202747,183.81259806087166,1.7282818449912694,0.2717181550087307,1.0,0.0,132,0,7,132,132,0.033795543015003204,0.14663577052834775,,,,,1.2737339888288235
384,1.0,0.9863218840010409,0.9836257330473118,0.9863218840010409,226.50444085145418,1.3222365247650296,0.3355174859301574,0.9144385026737968,0.0855614973262032,171,16,5,187,171,0.3099246621131897,0.14590259167570602,,,,,1.2737339888288235
385,1.5,1.4613787754873953,1.4613787754873953,1.4514573011287988,41.13430062944376,0.4803901375477343,0.23960986245226576,0.68,0.32,34,16,4,50,34,0.07815690338611603,0.1451730787173275,,,,,1.2737339888288235
386,1.2,1.2444464424623438,1.1837977641294242,1.2444464424623438,101.43383965961476,0.9006069483747948,0.29939305162520513,0.8,0.2,80,20,4,100,80,0.006929830182343721,0.14444721332374086,,,,,1.2737339888288235
